"Gene ID","source_id","Computed GO Component IDs","Computed GO Components","Computed GO Functions","Computed GO Function IDs","Computed GO Process IDs","Computed GO Processes"
"TGGT1_299210","TGGT1_299210-t26_1","N/A","N/A","ATP binding;CTP synthase activity;hydrolase activity","GO:0005524;GO:0003883;GO:0016787","GO:0044210;GO:0006241;GO:0006541;GO:0006221","'de novo' CTP biosynthetic process;CTP biosynthetic process;glutamine metabolic process;pyrimidine nucleotide biosynthetic process"
"TGGT1_299230","TGGT1_299230-t26_1","N/A","N/A","protein binding","GO:0005515","N/A","N/A"
"TGGT1_300100","TGGT1_300100-t26_1","GO:0045177;GO:0070258;GO:0016021","apical part of cell;inner membrane pellicle complex;integral component of membrane","N/A","N/A","N/A","N/A"
"TGGT1_300220","TGGT1_300220-t26_1","GO:0016021","integral component of membrane","N/A","N/A","N/A","N/A"
"TGGT1_301010","TGGT1_301010-t26_1","N/A","N/A","hydrolase activity;phosphoprotein phosphatase activity","GO:0016787;GO:0004721","N/A","N/A"
"TGGT1_301270","TGGT1_301270-t26_1","N/A","N/A","ATP binding;MAP kinase kinase kinase activity;protein kinase activity","GO:0005524;GO:0004709;GO:0004672","GO:0006468","protein phosphorylation"
"TGGT1_301370","TGGT1_301370-t26_1","GO:0016021","integral component of membrane","palmitoyltransferase activity;protein-cysteine S-palmitoyltransferase activity;zinc ion binding","GO:0016409;GO:0019706;GO:0008270","N/A","N/A"
"TGGT1_301420","TGGT1_301420-t26_1","N/A","N/A","N/A","N/A","N/A","N/A"
"TGGT1_301440","TGGT1_301440-t26_1","GO:0016020","membrane","ATP binding;calcium ion binding;calmodulin-dependent protein kinase activity;phosphotransferase activity, alcohol group as acceptor;protein kinase activity","GO:0005524;GO:0005509;GO:0004683;GO:0016773;GO:0004672","GO:0009103;GO:0006468","lipopolysaccharide biosynthetic process;protein phosphorylation"
"TGGT1_304670","TGGT1_304670-t26_1","N/A","N/A","protein binding","GO:0005515","N/A","N/A"
"TGGT1_304740","TGGT1_304740-t26_1","N/A","N/A","ATP binding;non-membrane spanning protein tyrosine kinase activity;protein kinase activity","GO:0005524;GO:0004715;GO:0004672","GO:0006468","protein phosphorylation"
"TGGT1_304970","TGGT1_304970-t26_1","N/A","N/A","ATP binding;RNA polymerase II CTD heptapeptide repeat kinase activity;protein kinase activity","GO:0005524;GO:0008353;GO:0004672","GO:0006468","protein phosphorylation"
"TGGT1_305050","TGGT1_305050-t26_1","N/A","N/A","calcium ion binding","GO:0005509","N/A","N/A"
"TGGT1_305180","TGGT1_305180-t26_1","GO:0016021","integral component of membrane","sodium:proton antiporter activity;solute:proton antiporter activity","GO:0015385;GO:0015299","GO:0006812;GO:0006885;GO:0006814;GO:0055085","cation transport;regulation of pH;sodium ion transport;transmembrane transport"
"TGGT1_305270","TGGT1_305270-t26_1","N/A","N/A","N/A","N/A","N/A","N/A"
"TGGT1_305290","TGGT1_305290-t26_1","GO:0033178","proton-transporting two-sector ATPase complex, catalytic domain","proton-transporting ATPase activity, rotational mechanism","GO:0046961","GO:1902600","proton transmembrane transport"
"TGGT1_305340","TGGT1_305340-t26_1","N/A","N/A","protein binding","GO:0005515","N/A","N/A"
"TGGT1_305590","TGGT1_305590-t26_1","GO:0016021","integral component of membrane","ABC-type xenobiotic transporter activity;ATP binding;ATP hydrolysis activity;ATPase-coupled transmembrane transporter activity;intracellularly ATP-gated chloride channel activity","GO:0008559;GO:0005524;GO:0016887;GO:0042626;GO:0005260","GO:0055085;GO:0006810","transmembrane transport;transport"
"TGGT1_305630","TGGT1_305630-t26_1","N/A","N/A","protein binding","GO:0005515","N/A","N/A"
"TGGT1_305790","TGGT1_305790-t26_1","N/A","N/A","phosphatase activity;protein tyrosine phosphatase activity","GO:0016791;GO:0004725","GO:0016311","dephosphorylation"
"TGGT1_305860","TGGT1_305860-t26_1","GO:0045177;GO:0005737","apical part of cell;cytoplasm","ATP binding;calcium ion binding;calmodulin-dependent protein kinase activity;protein kinase activity","GO:0005524;GO:0005509;GO:0004683;GO:0004672","GO:0006468","protein phosphorylation"
"TGGT1_306350","TGGT1_306350-t26_1","N/A","N/A","N/A","N/A","N/A","N/A"
"TGGT1_306430","TGGT1_306430-t26_1","N/A","N/A","N/A","N/A","N/A","N/A"
"TGGT1_306540","TGGT1_306540-t26_1","N/A","N/A","ethanolamine kinase activity;phosphotransferase activity, alcohol group as acceptor","GO:0004305;GO:0016773","N/A","N/A"
"TGGT1_306560","TGGT1_306560-t26_1","GO:0005643","nuclear pore","structural constituent of nuclear pore","GO:0017056","N/A","N/A"
"TGGT1_306640","TGGT1_306640-t26_1","GO:0016021","integral component of membrane","N/A","N/A","N/A","N/A"
"TGGT1_306920","TGGT1_306920-t26_1","N/A","N/A","N/A","N/A","N/A","N/A"
"TGGT1_307030","TGGT1_307030-t26_1","N/A","N/A","catalytic activity","GO:0003824","GO:0009116","nucleoside metabolic process"
"TGGT1_307640","TGGT1_307640-t26_1","N/A","N/A","ATP binding;MAP kinase kinase kinase activity;protein kinase activity","GO:0005524;GO:0004709;GO:0004672","GO:0006468","protein phosphorylation"
"TGGT1_308860","TGGT1_308860-t26_1","N/A","N/A","N/A","N/A","N/A","N/A"
"TGGT1_309190","TGGT1_309190-t26_1","N/A","N/A","N/A","N/A","N/A","N/A"
"TGGT1_309250","TGGT1_309250-t26_1","GO:0030688","preribosome, small subunit precursor","N/A","N/A","GO:0006364","rRNA processing"
"TGGT1_309290","TGGT1_309290-t26_1","N/A","N/A","5'-deoxynucleotidase activity","GO:0002953","N/A","N/A"
"TGGT1_309380","TGGT1_309380-t26_1","GO:0031262;GO:0000775;GO:0000776","Ndc80 complex;chromosome, centromeric region;kinetochore","N/A","N/A","GO:0000278","mitotic cell cycle"
"TGGT1_309560","TGGT1_309560-t26_1","GO:0016021","integral component of membrane","N/A","N/A","N/A","N/A"
"TGGT1_309590","TGGT1_309590-t26_1","GO:0045177;GO:0020003","apical part of cell;symbiont-containing vacuole","N/A","N/A","N/A","N/A"
"TGGT1_309600","TGGT1_309600-t26_1","N/A","N/A","N/A","N/A","N/A","N/A"
"TGGT1_309760","TGGT1_309760-t26_1","N/A","N/A","N/A","N/A","N/A","N/A"
"TGGT1_309920","TGGT1_309920-t26_1","N/A","N/A","N/A","N/A","N/A","N/A"
"TGGT1_309990","TGGT1_309990-t26_1","GO:0016021","integral component of membrane","N/A","N/A","N/A","N/A"
"TGGT1_310070","TGGT1_310070-t26_1","GO:0005737","cytoplasm","methyltransferase activity;thiopurine S-methyltransferase activity","GO:0008168;GO:0008119","GO:0008152;GO:0032259","metabolic process;methylation"
"TGGT1_310130","TGGT1_310130-t26_1","GO:0005815;GO:0000922","microtubule organizing center;spindle pole","gamma-tubulin binding","GO:0043015","GO:0000226;GO:0007020","microtubule cytoskeleton organization;microtubule nucleation"
"TGGT1_310190","TGGT1_310190-t26_1","N/A","N/A","ATP binding;protein kinase activity","GO:0005524;GO:0004672","GO:0006468","protein phosphorylation"
"TGGT1_310220","TGGT1_310220-t26_1","N/A","N/A","GTP binding;GTPase activity","GO:0005525;GO:0003924","N/A","N/A"
"TGGT1_310290","TGGT1_310290-t26_1","N/A","N/A","N/A","N/A","N/A","N/A"
"TGGT1_310400","TGGT1_310400-t26_1","N/A","N/A","UDP-alpha-D-glucose:glucosyl-glycogenin alpha-D-glucosyltransferase activity;glycogenin glucosyltransferase activity;glycosyltransferase activity","GO:0102751;GO:0008466;GO:0016757","N/A","N/A"
"TGGT1_310440","TGGT1_310440-t26_1","GO:0045177;GO:0005737;GO:0070258;GO:0005634","apical part of cell;cytoplasm;inner membrane pellicle complex;nucleus","histone-lysine N-methyltransferase activity","GO:0018024","N/A","N/A"
"TGGT1_310450","TGGT1_310450-t26_1","N/A","N/A","N/A","N/A","N/A","N/A"
"TGGT1_310470","TGGT1_310470-t26_1","GO:0016020","membrane","copper ion binding;cytochrome-c oxidase activity","GO:0005507;GO:0004129","N/A","N/A"
"TGGT1_310560","TGGT1_310560-t26_1","GO:0016021","integral component of membrane","N/A","N/A","N/A","N/A"
"TGGT1_310610","TGGT1_310610-t26_1","N/A","N/A","N/A","N/A","N/A","N/A"
"TGGT1_310640","TGGT1_310640-t26_1","N/A","N/A","catalytic activity;purine-nucleoside phosphorylase activity","GO:0003824;GO:0004731","GO:0009116","nucleoside metabolic process"
"TGGT1_310660","TGGT1_310660-t26_1","N/A","N/A","phosphatase activity;phosphoprotein phosphatase activity;protein binding","GO:0016791;GO:0004721;GO:0005515","N/A","N/A"
"TGGT1_310670","TGGT1_310670-t26_1","N/A","N/A","1,4-alpha-oligoglucan phosphorylase activity;SHG alpha-glucan phosphorylase activity;glycogen phosphorylase activity;linear malto-oligosaccharide phosphorylase activity;pyridoxal phosphate binding","GO:0004645;GO:0102499;GO:0008184;GO:0102250;GO:0030170","GO:0005975","carbohydrate metabolic process"
"TGGT1_310700","TGGT1_310700-t26_1","GO:0072357;GO:0005737;GO:0005634;GO:0000164","PTW/PP1 phosphatase complex;cytoplasm;nucleus;protein phosphatase type 1 complex","hydrolase activity;metal ion binding;phosphoprotein phosphatase activity;protein serine/threonine phosphatase activity","GO:0016787;GO:0046872;GO:0004721;GO:0004722","N/A","N/A"
"TGGT1_310730","TGGT1_310730-t26_1","N/A","N/A","N/A","N/A","N/A","N/A"
"TGGT1_310900","TGGT1_310900-t26_1","N/A","N/A","DNA-binding transcription factor activity","GO:0003700","GO:0006355","regulation of transcription, DNA-templated"
"TGGT1_310910","TGGT1_310910-t26_1","N/A","N/A","protein binding","GO:0005515","N/A","N/A"
"TGGT1_310930","TGGT1_310930-t26_1","N/A","N/A","N/A","N/A","N/A","N/A"
"TGGT1_311110","TGGT1_311110-t26_1","N/A","N/A","N/A","N/A","GO:0071569","protein ufmylation"
"TGGT1_311230","TGGT1_311230-t26_1","GO:0016021","integral component of membrane","N/A","N/A","N/A","N/A"
"TGGT1_311290","TGGT1_311290-t26_1","GO:0016021","integral component of membrane","N/A","N/A","N/A","N/A"
"TGGT1_311300","TGGT1_311300-t26_1","GO:0005952","cAMP-dependent protein kinase complex","cAMP binding;cAMP-dependent protein kinase regulator activity;cGMP-dependent protein kinase activity","GO:0030552;GO:0008603;GO:0004692","GO:0001932","regulation of protein phosphorylation"
"TGGT1_311310","TGGT1_311310-t26_1","N/A","N/A","hydrolase activity;phosphoprotein phosphatase activity","GO:0016787;GO:0004721","N/A","N/A"
"TGGT1_311360","TGGT1_311360-t26_1","GO:0005737;GO:0005886","cytoplasm;plasma membrane","ATP binding;cGMP-dependent protein kinase activity;protein kinase activity;protein serine/threonine kinase activity","GO:0005524;GO:0004692;GO:0004672;GO:0004674","GO:0006468","protein phosphorylation"
"TGGT1_311480","TGGT1_311480-t26_1","N/A","N/A","N/A","N/A","N/A","N/A"
"TGGT1_311770","TGGT1_311770-t26_1","N/A","N/A","N/A","N/A","N/A","N/A"
"TGGT1_311880","TGGT1_311880-t26_1","N/A","N/A","N/A","N/A","N/A","N/A"
"TGGT1_312100","TGGT1_312100-t26_1","GO:0016021;GO:0005886","integral component of membrane;plasma membrane","ATP binding;P-type calcium transporter activity;catalytic activity;hydrolase activity;metal ion binding;nucleotide binding","GO:0005524;GO:0005388;GO:0003824;GO:0016787;GO:0046872;GO:0000166","GO:0008152","metabolic process"
"TGGT1_312150","TGGT1_312150-t26_1","GO:0016021","integral component of membrane","N/A","N/A","N/A","N/A"
"TGGT1_312200","TGGT1_312200-t26_1","N/A","N/A","hydrolase activity;phosphoprotein phosphatase activity;protein binding","GO:0016787;GO:0004721;GO:0005515","GO:0006470","protein dephosphorylation"
"TGGT1_312300","TGGT1_312300-t26_1","GO:0005622","intracellular anatomical structure","ARF guanyl-nucleotide exchange factor activity;GTPase activator activity","GO:0005086;GO:0005096","GO:0032012;GO:0043087","regulation of ARF protein signal transduction;regulation of GTPase activity"
"TGGT1_312420","TGGT1_312420-t26_1","N/A","N/A","N/A","N/A","N/A","N/A"
"TGGT1_312480","TGGT1_312480-t26_1","N/A","N/A","uracil phosphoribosyltransferase activity","GO:0004845","GO:0009116","nucleoside metabolic process"
"TGGT1_312510","TGGT1_312510-t26_1","N/A","N/A","DNA binding;DNA helicase activity;hydrolase activity, acting on acid anhydrides","GO:0003677;GO:0003678;GO:0016817","GO:0006303","double-strand break repair via nonhomologous end joining"
"TGGT1_312570","TGGT1_312570-t26_1","N/A","N/A","ATP binding;MAP kinase activity;protein kinase activity;tau-protein kinase activity","GO:0005524;GO:0004707;GO:0004672;GO:0050321","GO:0006468","protein phosphorylation"
"TGGT1_312630","TGGT1_312630-t26_1","N/A","N/A","protein binding","GO:0005515","N/A","N/A"
"TGGT1_313180","TGGT1_313180-t26_1","N/A","N/A","ATP binding;protein kinase activity;protein serine/threonine/tyrosine kinase activity","GO:0005524;GO:0004672;GO:0004712","GO:0006468","protein phosphorylation"
"TGGT1_313200","TGGT1_313200-t26_1","N/A","N/A","protein binding","GO:0005515","N/A","N/A"
"TGGT1_313290","TGGT1_313290-t26_1","N/A","N/A","histone-lysine N-methyltransferase activity","GO:0018024","N/A","N/A"
"TGGT1_313330","TGGT1_313330-t26_1","GO:0016021","integral component of membrane","ATP binding;calmodulin-dependent protein kinase activity;protein kinase activity","GO:0005524;GO:0004683;GO:0004672","GO:0006468","protein phosphorylation"
"TGGT1_313430","TGGT1_313430-t26_1","N/A","N/A","N/A","N/A","N/A","N/A"
"TGGT1_313440","TGGT1_313440-t26_1","N/A","N/A","N/A","N/A","N/A","N/A"
"TGGT1_313450","TGGT1_313450-t26_1","GO:0016020","membrane","N/A","N/A","GO:0006886;GO:0015031","intracellular protein transport;protein transport"
"TGGT1_313480","TGGT1_313480-t26_1","N/A","N/A","N/A","N/A","N/A","N/A"
"TGGT1_313780","TGGT1_313780-t26_1","N/A","N/A","N/A","N/A","N/A","N/A"
"TGGT1_315270","TGGT1_315270-t26_1","N/A","N/A","N/A","N/A","N/A","N/A"
"TGGT1_315360","TGGT1_315360-t26_1","N/A","N/A","N/A","N/A","N/A","N/A"
"TGGT1_315510","TGGT1_315510-t26_1","N/A","N/A","N/A","N/A","N/A","N/A"
"TGGT1_315610","TGGT1_315610-t26_1","N/A","N/A","N/A","N/A","N/A","N/A"
"TGGT1_315730","TGGT1_315730-t26_1","GO:0016021;GO:0016020","integral component of membrane;membrane","N/A","N/A","GO:0009405","obsolete pathogenesis"
"TGGT1_315770","TGGT1_315770-t26_1","GO:0016021","integral component of membrane","aromatase activity;electron transfer activity;heme binding;iron ion binding;oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen","GO:0070330;GO:0009055;GO:0020037;GO:0005506;GO:0016705","GO:0055114","obsolete oxidation-reduction process"
"TGGT1_315950","TGGT1_315950-t26_1","N/A","N/A","N/A","N/A","N/A","N/A"
"TGGT1_316150","TGGT1_316150-t26_1","N/A","N/A","ATP binding;myosin light chain kinase activity;protein kinase activity","GO:0005524;GO:0004687;GO:0004672","GO:0006468","protein phosphorylation"
"TGGT1_316250","TGGT1_316250-t26_1","N/A","N/A","N/A","N/A","N/A","N/A"
"TGGT1_316330","TGGT1_316330-t26_1","GO:0020011;GO:0005739","apicoplast;mitochondrion","metal ion binding;superoxide dismutase activity","GO:0046872;GO:0004784","GO:0055114;GO:0006801","obsolete oxidation-reduction process;superoxide metabolic process"
"TGGT1_316340","TGGT1_316340-t26_1","N/A","N/A","N/A","N/A","N/A","N/A"
"TGGT1_316530","TGGT1_316530-t26_1","N/A","N/A","N/A","N/A","N/A","N/A"
"TGGT1_316540","TGGT1_316540-t26_1","N/A","N/A","N/A","N/A","N/A","N/A"
"TGGT1_316730","TGGT1_316730-t26_1","N/A","N/A","protein binding","GO:0005515","N/A","N/A"
"TGGT1_318150","TGGT1_318150-t26_1","GO:0016021","integral component of membrane","transmembrane transporter activity","GO:0022857","GO:0055085","transmembrane transport"
"TGGT1_318330","TGGT1_318330-t26_1","GO:0005634","nucleus","acyltransferase activity, transferring groups other than amino-acyl groups;histone acetyltransferase activity","GO:0016747;GO:0004402","GO:0016573;GO:0006355","histone acetylation;regulation of transcription, DNA-templated"
"TGGT1_318580","TGGT1_318580-t26_1","GO:0005737","cytoplasm","glucose-1,6-bisphosphate synthase activity;intramolecular transferase activity, phosphotransferases;magnesium ion binding","GO:0047933;GO:0016868;GO:0000287","GO:0005975;GO:0071704","carbohydrate metabolic process;organic substance metabolic process"
"TGGT1_318770","TGGT1_318770-t26_1","N/A","N/A","ATP binding;calmodulin-dependent protein kinase activity;protein kinase activity","GO:0005524;GO:0004683;GO:0004672","GO:0006468","protein phosphorylation"
"TGGT1_319340","TGGT1_319340-t26_1","N/A","N/A","N/A","N/A","N/A","N/A"
"TGGT1_319550","TGGT1_319550-t26_1","GO:0016021;GO:0016020","integral component of membrane;membrane","N/A","N/A","N/A","N/A"
"TGGT1_319610","TGGT1_319610-t26_1","N/A","N/A","ATP binding;RNA polymerase II CTD heptapeptide repeat kinase activity;protein binding;protein kinase activity","GO:0005524;GO:0008353;GO:0005515;GO:0004672","GO:0006468","protein phosphorylation"
"TGGT1_319700","TGGT1_319700-t26_1","N/A","N/A","ATP binding;MAP kinase kinase kinase activity;protein kinase activity","GO:0005524;GO:0004709;GO:0004672","GO:0006468","protein phosphorylation"
"TGGT1_319880","TGGT1_319880-t26_1","N/A","N/A","N/A","N/A","N/A","N/A"
"TGGT1_319900","TGGT1_319900-t26_1","N/A","N/A","N/A","N/A","N/A","N/A"
"TGGT1_320000","TGGT1_320000-t26_1","N/A","N/A","ATP binding;protein kinase activity","GO:0005524;GO:0004672","GO:0006468","protein phosphorylation"
"TGGT1_320020","TGGT1_320020-t26_1","GO:0016021","integral component of membrane","transmembrane transporter activity","GO:0022857","GO:0055085","transmembrane transport"
"TGGT1_320030","TGGT1_320030-t26_1","N/A","N/A","N/A","N/A","N/A","N/A"
"TGGT1_320180","TGGT1_320180-t26_1","GO:0016020","membrane","N/A","N/A","N/A","N/A"
"TGGT1_320190","TGGT1_320190-t26_1","GO:0016020","membrane","N/A","N/A","N/A","N/A"
"TGGT1_320490","TGGT1_320490-t26_1","GO:0016021","integral component of membrane","N/A","N/A","N/A","N/A"
"TGGT1_320630","TGGT1_320630-t26_1","N/A","N/A","ethanolamine kinase activity;phosphotransferase activity, alcohol group as acceptor","GO:0004305;GO:0016773","N/A","N/A"
"TGGT1_320700","TGGT1_320700-t26_1","N/A","N/A","DNA-binding transcription factor activity","GO:0003700","GO:0006355","regulation of transcription, DNA-templated"
"TGGT1_321300","TGGT1_321300-t26_1","GO:0005737","cytoplasm","N/A","N/A","GO:0000045","autophagosome assembly"
"TGGT1_321310","TGGT1_321310-t26_1","GO:0005840","ribosome","nucleic acid binding;ribosome binding","GO:0003676;GO:0043022","GO:0006364","rRNA processing"
"TGGT1_321650","TGGT1_321650-t26_1","GO:0016021","integral component of membrane","ATP binding;protein kinase activity","GO:0005524;GO:0004672","GO:0006468","protein phosphorylation"
"TGGT1_323200","TGGT1_323200-t26_1","N/A","N/A","peptidase activity","GO:0008233","N/A","N/A"
"TGGT1_359350","TGGT1_359350-t26_1","N/A","N/A","protein binding","GO:0005515","N/A","N/A"
"TGGT1_408820","TGGT1_408820-t26_1","N/A","N/A","N/A","N/A","N/A","N/A"
"TGGT1_409600","TGGT1_409600-t26_1","N/A","N/A","ATP binding;protein kinase activity","GO:0005524;GO:0004672","GO:0006468","protein phosphorylation"
"TGGT1_409610","TGGT1_409610-t26_1","N/A","N/A","N/A","N/A","N/A","N/A"
"TGGT1_410360","TGGT1_410360-t26_1","GO:0016021","integral component of membrane","N/A","N/A","N/A","N/A"
"TGGT1_410610","TGGT1_410610-t26_1","N/A","N/A","ATP binding;protein kinase activity","GO:0005524;GO:0004672","GO:0006468","protein phosphorylation"
